100000
(0.975457, 0.243062)
(0.622266, 0.659266)
(0.131853, 0.181370)
(0.655760, 0.723417)
(0.436434, 0.625164)
(0.447942, 0.650039)
(0.161279, 0.888874)
(0.868879, 0.615571)
(0.267452, 0.052320)
(0.373362, 0.090785)
(0.410810, 0.560977)
(0.940972, 0.326542)
(0.588189, 0.552224)
(0.344946, 0.904260)
(0.542143, 0.871029)
(0.581252, 0.055458)
(0.155095, 0.860162)
(0.648576, 0.189471)
(0.920348, 0.451716)
(0.114919, 0.729796)
(0.648933, 0.020106)
(0.585194, 0.437802)
(0.850304, 0.624925)
(0.254212, 0.933466)
(0.157128, 0.790248)
(0.536940, 0.798473)
(0.414686, 0.708722)
(0.980373, 0.090912)
(0.995891, 0.094944)
(0.010490, 0.639743)
(0.839489, 0.972058)
(0.677607, 0.739707)
(0.161957, 0.386359)
(0.622129, 0.544843)
(0.169317, 0.562707)
(0.550320, 0.121581)
(0.033606, 0.057531)
(0.837454, 0.548307)
(0.349885, 0.217028)
(0.654989, 0.273579)
(0.114417, 0.096908)
(0.661541, 0.633465)
(0.153807, 0.811784)
(0.159849, 0.896375)
(0.865978, 0.629274)
(0.088802, 0.837272)
(0.485475, 0.778489)
(0.784199, 0.084761)
(0.432811, 0.058643)
(0.482696, 0.825269)
(0.026664, 0.652572)
(0.980713, 0.979382)
(0.571337, 0.129445)
(0.284753, 0.849336)
(0.283787, 0.494860)
(0.429578, 0.663578)
(0.736013, 0.746710)
(0.983946, 0.103630)
(0.729586, 0.092216)
(0.905130, 0.417530)
(0.552607, 0.438264)
(0.294975, 0.854082)
(0.396131, 0.065663)
(0.113420, 0.554667)
(0.588690, 0.907514)
(0.073173, 0.866854)
(0.137451, 0.180223)
(0.849534, 0.106128)
(0.412603, 0.564198)
(0.946299, 0.130359)
(0.726528, 0.926666)
(0.734883, 0.114498)
(0.393022, 0.476805)
(0.932146, 0.415503)
(0.745595, 0.431210)
(0.809413, 0.973674)
(0.010027, 0.264332)
(0.370129, 0.887631)
(0.055952, 0.329764)
(0.752175, 0.868233)
(0.765143, 0.015146)
(0.551603, 0.554860)
(0.738637, 0.714822)
(0.609492, 0.211271)
(0.019582, 0.166398)
(0.275014, 0.452666)
(0.493142, 0.984782)
(0.596026, 0.530803)
(0.017388, 0.877113)
(0.443244, 0.233573)
(0.677801, 0.773511)
(0.685527, 0.202476)
(0.039299, 0.713899)
(0.934595, 0.656017)
(0.209198, 0.320717)
(0.942301, 0.353870)
(0.647229, 0.226612)
(0.111260, 0.726040)
(0.963419, 0.396466)
(0.167374, 0.420719)
(0.451210, 0.548975)
(0.410530, 0.447425)
(0.269651, 0.046428)
(0.262949, 0.615336)
(0.122388, 0.136312)
(0.340439, 0.934747)
(0.339313, 0.917915)
(0.687778, 0.657439)
(0.257905, 0.080600)
(0.138559, 0.189387)
(0.865902, 0.647965)
(0.720016, 0.272094)
(0.063625, 0.052578)
(0.957571, 0.593346)
(0.332948, 0.263028)
(0.402853, 0.315318)
(0.681913, 0.506797)
(0.602287, 0.122600)
(0.684688, 0.843332)
(0.864122, 0.016374)
(0.189568, 0.919914)
(0.788065, 0.911075)
(0.790762, 0.498640)
(0.409655, 0.677548)
(0.093021, 0.809661)
(0.646559, 0.693172)
(0.179360, 0.102475)
(0.520492, 0.519754)
(0.728968, 0.740208)
(0.720972, 0.204989)
(0.563506, 0.698673)
(0.499032, 0.150337)
(0.590868, 0.741938)
(0.421698, 0.900144)
(0.918091, 0.715903)
(0.535202, 0.858686)
(0.519143, 0.171177)
(0.920659, 0.949441)
(0.530140, 0.715408)
(0.052468, 0.263324)
(0.210016, 0.712330)
(0.756443, 0.932640)
(0.555970, 0.465973)
(0.270106, 0.672354)
(0.364453, 0.639100)
(0.331276, 0.759372)
(0.739561, 0.108282)
(0.373800, 0.917688)
(0.764049, 0.053173)
(0.340414, 0.630841)
(0.875477, 0.260534)
(0.184250, 0.633259)
(0.820019, 0.427829)
(0.709535, 0.734294)
(0.038023, 0.368263)
(0.286525, 0.411238)
(0.326055, 0.052146)
(0.371674, 0.068414)
(0.216908, 0.346035)
(0.744643, 0.179607)
(0.061191, 0.414852)
(0.197741, 0.480495)
(0.865820, 0.594399)
(0.721817, 0.038181)
(0.050647, 0.169902)
(0.638588, 0.769468)
(0.815831, 0.285364)
(0.167868, 0.112330)
(0.501838, 0.846345)
(0.795912, 0.419341)
(0.780410, 0.461161)
(0.659841, 0.590916)
(0.568166, 0.934795)
(0.116680, 0.718193)
(0.163729, 0.186824)
(0.485190, 0.931932)
(0.547625, 0.437168)
(0.785254, 0.751604)
(0.886242, 0.497709)
(0.372306, 0.576984)
(0.401158, 0.812627)
(0.317107, 0.927758)
(0.928796, 0.224791)
(0.935795, 0.614565)
(0.694632, 0.700797)
(0.355680, 0.612437)
(0.476431, 0.257209)
(0.132115, 0.713482)
(0.406038, 0.711585)
(0.614879, 0.055446)
(0.356585, 0.301725)
(0.231387, 0.974646)
(0.714832, 0.706773)
(0.578477, 0.695338)
(0.243420, 0.596228)
(0.444343, 0.762285)
(0.129176, 0.958456)
(0.722934, 0.186438)
(0.585886, 0.251310)
(0.382003, 0.477770)
(0.638665, 0.503571)
(0.701945, 0.350106)
(0.082863, 0.887524)
(0.393396, 0.713569)
(0.374846, 0.133891)
(0.045821, 0.997099)
(0.054888, 0.023317)
(0.163806, 0.970580)
(0.697373, 0.064652)
(0.373344, 0.517232)
(0.031477, 0.349040)
(0.048585, 0.709804)
(0.350657, 0.243170)
(0.802599, 0.985685)
(0.478200, 0.210559)
(0.810981, 0.573129)
(0.515874, 0.998436)
(0.633912, 0.997506)
(0.086309, 0.878506)
(0.603558, 0.280661)
(0.372438, 0.146984)
(0.184101, 0.003563)
(0.949754, 0.243522)
(0.642279, 0.400280)
(0.209209, 0.707555)
(0.348686, 0.788855)
(0.802407, 0.829822)
(0.727169, 0.958755)
(0.348192, 0.492774)
(0.155352, 0.331101)
(0.582063, 0.935172)
(0.727373, 0.804064)
(0.628890, 0.142291)
(0.841422, 0.517862)
(0.472606, 0.079019)
(0.207618, 0.618239)
(0.273278, 0.725147)
(0.687864, 0.060895)
(0.199490, 0.555066)
(0.397376, 0.521954)
(0.780764, 0.357887)
(0.712080, 0.317656)
(0.630370, 0.141442)
(0.966273, 0.073107)
(0.589599, 0.269160)
(0.019950, 0.678880)
(0.484574, 0.445334)
(0.620063, 0.318741)
(0.447042, 0.547949)
(0.651356, 0.804971)
(0.807097, 0.499572)
(0.483660, 0.840553)
(0.886767, 0.750686)
(0.236805, 0.564522)
(0.943106, 0.092056)
(0.440201, 0.232703)
(0.674465, 0.126665)
(0.718013, 0.047349)
(0.249375, 0.278107)
(0.304282, 0.655129)
(0.217350, 0.083964)
(0.150826, 0.615779)
(0.279600, 0.719124)
(0.768651, 0.667088)
(0.646429, 0.496773)
(0.071053, 0.107014)
(0.288703, 0.350925)
(0.881036, 0.083087)
(0.349484, 0.053420)
(0.244183, 0.746974)
(0.553334, 0.868749)
(0.578299, 0.451391)
(0.314315, 0.002908)
(0.032904, 0.773421)
(0.415037, 0.524715)
(0.888855, 0.565148)
(0.543597, 0.648487)
(0.970529, 0.365555)
(0.931536, 0.587524)
(0.047609, 0.360296)
(0.235569, 0.211047)
(0.752907, 0.071991)
(0.426861, 0.258749)
(0.006440, 0.735615)
(0.698774, 0.489344)
(0.120617, 0.774796)
(0.736224, 0.342337)
(0.812558, 0.386899)
(0.743112, 0.882365)
(0.245547, 0.912140)
(0.810240, 0.995212)
(0.076307, 0.947940)
(0.192198, 0.191338)
(0.076355, 0.895648)
(0.876603, 0.709404)
(0.972400, 0.352783)
(0.468963, 0.316162)
(0.106233, 0.189724)
(0.758370, 0.683932)
(0.826629, 0.004728)
(0.851669, 0.931803)
(0.403760, 0.723638)
(0.696621, 0.486897)
(0.659009, 0.237906)
(0.303346, 0.182937)
(0.398595, 0.606046)
(0.373198, 0.580766)
(0.731119, 0.122885)
(0.556822, 0.057396)
(0.897042, 0.521137)
(0.225405, 0.978109)
(0.076013, 0.982748)
(0.669333, 0.868976)
(0.823788, 0.529992)
(0.215240, 0.460647)
(0.547822, 0.521564)
(0.365059, 0.192582)
(0.711675, 0.436250)
(0.179272, 0.480390)
(0.510186, 0.214632)
(0.690692, 0.972407)
(0.833234, 0.414567)
(0.491502, 0.365796)
(0.288916, 0.763567)
(0.314001, 0.664515)
(0.126040, 0.119634)
(0.620337, 0.713923)
(0.052612, 0.058877)
(0.689982, 0.584425)
(0.556432, 0.668261)
(0.813314, 0.320384)
(0.656844, 0.572805)
(0.407579, 0.324573)
(0.453199, 0.746866)
(0.747391, 0.836325)
(0.659278, 0.420563)
(0.216535, 0.586083)
(0.003400, 0.899767)
(0.490873, 0.548180)
(0.641273, 0.648174)
(0.942100, 0.844365)
(0.031689, 0.095382)
(0.274036, 0.667032)
(0.487496, 0.490917)
(0.065008, 0.935362)
(0.226498, 0.778380)
(0.666449, 0.058532)
(0.622260, 0.920327)
(0.005296, 0.372065)
(0.167598, 0.762610)
(0.390695, 0.802011)
(0.606892, 0.521918)
(0.971019, 0.675163)
(0.958529, 0.538601)
(0.894152, 0.557853)
(0.838556, 0.165066)
(0.132493, 0.875870)
(0.929239, 0.479107)
(0.816465, 0.043694)
(0.381635, 0.487754)
(0.702187, 0.522810)
(0.605564, 0.659839)
(0.935478, 0.444503)
(0.806879, 0.446874)
(0.818067, 0.124402)
(0.024094, 0.642600)
(0.594908, 0.279777)
(0.241264, 0.152290)
(0.844187, 0.048339)
(0.884003, 0.283059)
(0.168905, 0.407294)
(0.285181, 0.544214)
(0.559493, 0.121723)
(0.154594, 0.687226)
(0.673936, 0.601268)
(0.794561, 0.985842)
(0.781809, 0.414317)
(0.734517, 0.290927)
(0.384396, 0.977272)
(0.660788, 0.319087)
(0.301632, 0.062097)
(0.704851, 0.306364)
(0.131044, 0.478898)
(0.848543, 0.109313)
(0.639366, 0.524791)
(0.929812, 0.371885)
(0.297630, 0.265549)
(0.547792, 0.173225)
(0.799831, 0.157103)
(0.235479, 0.675476)
(0.728376, 0.152550)
(0.815480, 0.590912)
(0.966543, 0.298679)
(0.078763, 0.480860)
(0.795166, 0.378858)
(0.290696, 0.607489)
(0.600876, 0.010354)
(0.781029, 0.506347)
(0.594489, 0.092730)
(0.093514, 0.673822)
(0.953088, 0.896925)
(0.753353, 0.528599)
(0.700780, 0.015603)
(0.253551, 0.951581)
(0.109837, 0.270781)
(0.655618, 0.918410)
(0.616304, 0.595939)
(0.816432, 0.187754)
(0.371414, 0.931317)
(0.990234, 0.852454)
(0.412782, 0.156232)
(0.408634, 0.965718)
(0.938500, 0.871389)
(0.994422, 0.409844)
(0.819622, 0.523820)
(0.084363, 0.881627)
(0.076382, 0.620392)
(0.417753, 0.537794)
(0.166022, 0.408402)
(0.057916, 0.133087)
(0.728353, 0.720077)
(0.465627, 0.726664)
(0.846267, 0.507086)
(0.972023, 0.699874)
(0.270348, 0.044190)
(0.769732, 0.471151)
(0.004535, 0.528105)
(0.684044, 0.041436)
(0.902931, 0.038069)
(0.482231, 0.708890)
(0.373367, 0.597825)
(0.116803, 0.734809)
(0.642860, 0.388100)
(0.760352, 0.071129)
(0.850557, 0.774735)
(0.974992, 0.718365)
(0.372187, 0.854545)
(0.788512, 0.478645)
(0.665925, 0.376055)
(0.395763, 0.897686)
(0.960705, 0.674814)
(0.525730, 0.009367)
(0.830755, 0.957923)
(0.328468, 0.359588)
(0.450116, 0.819443)
(0.475247, 0.871649)
(0.077827, 0.882525)
(0.275484, 0.194364)
(0.682509, 0.499802)
(0.183417, 0.114655)
(0.699016, 0.047942)
(0.697220, 0.804121)
(0.042042, 0.087044)
(0.093193, 0.973906)
(0.200821, 0.673109)
(0.461055, 0.093368)
(0.366502, 0.112909)
(0.122282, 0.702570)
(0.233241, 0.634287)
(0.139419, 0.369091)
(0.371835, 0.513133)
(0.540153, 0.521010)
(0.922635, 0.210013)
(0.470518, 0.589932)
(0.080359, 0.857040)
(0.623295, 0.114605)
(0.833508, 0.007442)
(0.405842, 0.223955)
(0.033791, 0.118410)
(0.128674, 0.892528)
(0.859092, 0.290520)
(0.038550, 0.017669)
(0.978934, 0.329110)
(0.521335, 0.718424)
(0.920944, 0.149921)
(0.458818, 0.223100)
(0.204942, 0.262230)
(0.819967, 0.435874)
(0.101416, 0.310098)
(0.434859, 0.331319)
(0.186710, 0.279754)
(0.992479, 0.596131)
(0.116432, 0.088320)
(0.626483, 0.346023)
(0.669261, 0.275710)
(0.175793, 0.832030)
(0.573428, 0.121555)
(0.571473, 0.330073)
(0.743025, 0.661299)
(0.190750, 0.124388)
(0.442143, 0.273845)
(0.887338, 0.871761)
(0.295110, 0.123543)
(0.555316, 0.863858)
(0.586614, 0.714387)
(0.872652, 0.027272)
(0.730197, 0.207569)
(0.142252, 0.083887)
(0.857024, 0.602962)
(0.509753, 0.216571)
(0.046282, 0.711131)
(0.939560, 0.035741)
(0.042242, 0.071401)
(0.851915, 0.692207)
(0.287217, 0.474501)
(0.451938, 0.945160)
(0.825841, 0.148385)
(0.401883, 0.851956)
(0.494551, 0.845615)
(0.232679, 0.005055)
(0.891262, 0.822786)
(0.953814, 0.882791)
(0.323607, 0.287067)
(0.504138, 0.334726)
(0.562663, 0.139243)
(0.165458, 0.784916)
(0.125700, 0.390256)
(0.269537, 0.183358)
(0.808203, 0.896508)
(0.002293, 0.972600)
(0.224179, 0.884009)
(0.176007, 0.245568)
(0.873779, 0.621547)
(0.258120, 0.736066)
(0.677641, 0.968458)
(0.257462, 0.401835)
(0.094951, 0.709688)
(0.861353, 0.306160)
(0.617962, 0.225579)
(0.788856, 0.460680)
(0.169164, 0.486744)
(0.065392, 0.027137)
(0.044780, 0.983146)
(0.569729, 0.369727)
(0.246666, 0.264687)
(0.987768, 0.711948)
(0.407651, 0.665361)
(0.079793, 0.706971)
(0.357271, 0.330469)
(0.520387, 0.238203)
(0.306516, 0.934578)
(0.808491, 0.447955)
(0.862810, 0.375892)
(0.973863, 0.911674)
(0.837116, 0.384042)
(0.240165, 0.372870)
(0.374729, 0.415712)
(0.272712, 0.591465)
(0.997945, 0.848201)
(0.244490, 0.663398)
(0.491439, 0.531820)
(0.715629, 0.463581)
(0.926594, 0.029518)
(0.050122, 0.007964)
(0.400535, 0.497370)
(0.694559, 0.237296)
(0.993184, 0.593633)
(0.842317, 0.085195)
(0.002752, 0.166096)
(0.367707, 0.607470)
(0.406709, 0.513520)
(0.686997, 0.467903)
(0.481586, 0.717621)
(0.393301, 0.413506)
(0.770484, 0.856776)
(0.635262, 0.212457)
(0.957580, 0.016342)
(0.860480, 0.485513)
(0.299861, 0.923842)
(0.847459, 0.361066)
(0.155211, 0.087702)
(0.312711, 0.292522)
(0.946801, 0.624843)
(0.096959, 0.128641)
(0.144739, 0.666259)
(0.553252, 0.446129)
(0.096311, 0.937708)
(0.167792, 0.086207)
(0.451101, 0.385587)
(0.410609, 0.261750)
(0.005578, 0.913636)
(0.742760, 0.041565)
(0.933871, 0.407957)
(0.865103, 0.261684)
(0.064487, 0.768297)
(0.119045, 0.876757)
(0.884981, 0.331588)
(0.842368, 0.234429)
(0.051925, 0.429587)
(0.193445, 0.978404)
(0.190116, 0.765756)
(0.767243, 0.000293)
(0.818434, 0.965464)
(0.335913, 0.056988)
(0.339686, 0.730258)
(0.821550, 0.714020)
(0.539431, 0.233772)
(0.704312, 0.151836)
(0.412764, 0.910380)
(0.797769, 0.473289)
(0.745140, 0.412112)
(0.004940, 0.837914)
(0.545721, 0.331355)
(0.856115, 0.749757)
(0.582210, 0.270181)
(0.903986, 0.996833)
(0.079102, 0.438504)
(0.965663, 0.621624)
(0.790332, 0.538147)
(0.853791, 0.930261)
(0.496786, 0.794343)
(0.957014, 0.028581)
(0.662614, 0.528493)
(0.927105, 0.059581)
(0.091089, 0.208472)
(0.120873, 0.402586)
(0.732618, 0.142940)
(0.507092, 0.226649)
(0.376007, 0.677569)
(0.395830, 0.200876)
(0.887960, 0.621656)
(0.733232, 0.870661)
(0.786800, 0.114742)
(0.938899, 0.412177)
(0.483759, 0.503427)
(0.574497, 0.150971)
(0.416638, 0.046178)
(0.375947, 0.659149)
(0.570768, 0.686052)
(0.864478, 0.782265)
(0.175791, 0.775082)
(0.362363, 0.162944)
(0.630187, 0.433209)
(0.077010, 0.035069)
(0.790880, 0.392571)
(0.303617, 0.948070)
(0.509558, 0.810856)
(0.553266, 0.004884)
(0.239952, 0.264727)
(0.508066, 0.131577)
(0.200873, 0.352134)
(0.465344, 0.049206)
(0.849050, 0.635660)
(0.996074, 0.883510)
(0.068020, 0.616133)
(0.057870, 0.422473)
(0.890616, 0.157569)
(0.123313, 0.787458)
(0.404421, 0.501125)
(0.295943, 0.220736)
(0.263746, 0.164171)
(0.780505, 0.579868)
(0.249564, 0.339207)
(0.508029, 0.778560)
(0.333072, 0.055797)
(0.653608, 0.016880)
(0.075708, 0.122533)
(0.935090, 0.578904)
(0.115793, 0.267773)
(0.602595, 0.255137)
(0.368862, 0.251507)
(0.837115, 0.713360)
(0.507703, 0.945343)
(0.783160, 0.737621)
(0.296376, 0.121910)
(0.948943, 0.792131)
(0.591896, 0.610203)
(0.551432, 0.982572)
(0.426364, 0.793105)
(0.965293, 0.878256)
(0.577143, 0.410703)
(0.433598, 0.403819)
(0.775865, 0.278726)
(0.334048, 0.512622)
(0.370011, 0.512365)
(0.424381, 0.891853)
(0.563903, 0.827732)
(0.846908, 0.175944)
(0.511828, 0.852607)
(0.303827, 0.951314)
(0.108275, 0.390164)
(0.511098, 0.475536)
(0.110113, 0.633880)
(0.217765, 0.014542)
(0.230118, 0.314939)
(0.719598, 0.231524)
(0.753053, 0.397482)
